Database	TOTAL
Pronunciation types	28754
Pronunciation tokens	690110
ORTHOGRAPHY	PRONUNCIATION	COUNT	P(P|W)
inzwischen	QIntsvISn	1	1.000000e-01
Iowa	aI@v@	1	1.000000e+00
$I-$P-$K	Qi:pe:ka:	1	1.000000e+00
ir	QI6	2	1.000000e+00
Irene	Qire:n@	1	1.000000e+00
irgen	I6gN	1	1.000000e+00
irgend	QI6g@nt	1	2.000000e-02
irgend	I6gNt	2	4.000000e-02
irgend	I6g@nt	5	1.000000e-01
irgend	QI6g@n	2	4.000000e-02
irgend	hI6gnt	1	2.000000e-02
irgend	QI6gN	6	1.200000e-01
irgend	I6NNt	1	2.000000e-02
irgend	I6Nt	6	1.200000e-01
irgend	I6g@n	6	1.200000e-01
irgend	I6gN	20	4.000000e-01
irgendan	QI6gNtan	1	1.000000e+00
irgendein	I6g@ntaIn	10	3.571429e-01
irgendein	I6gNtaIn	2	7.142857e-02
irgendein	I6NtaIm	1	3.571429e-02
irgendein	I6NtaIn	12	4.285714e-01
irgendein	QI6gNtaIn	3	1.071429e-01
irgendeine	I6gNtaIn@	4	2.000000e-01
irgendeine	I6NtaIn@	7	3.500000e-01
irgendeine	I6gNtaIn	2	1.000000e-01
irgendeine	I6g@ntaIn@	4	2.000000e-01
irgendeine	QI6g@ntaIn@	1	5.000000e-02
irgendeine	I6NtaIn	1	5.000000e-02
irgendeine	I6g@ntaI@	1	5.000000e-02
irgendeinem	QI6gNtQaIn@m	1	8.333333e-02
irgendeinem	I6g@ntaIm	2	1.666667e-01
irgendeinem	I6g@ntaIn@m	1	8.333333e-02
irgendeinem	I6NtaIm	4	3.333333e-01
irgendeinem	QI6g@ntaIn@m	1	8.333333e-02
irgendeinem	QI6gNtaIm	1	8.333333e-02
irgendeinem	I6gNtaIn@m	2	1.666667e-01
irgendeinen	I6NtaI	1	4.347826e-02
irgendeinen	I6g@ntaIm	2	8.695652e-02
irgendeinen	I6gNtaIm	2	8.695652e-02
irgendeinen	QI6NtaI	1	4.347826e-02
irgendeinen	I6NtaIn@n	1	4.347826e-02
irgendeinen	I6g@ntaIn@n	2	8.695652e-02
irgendeinen	I6NtaIm	2	8.695652e-02
irgendeinen	I6gNtaInn	2	8.695652e-02
irgendeinen	I6gNtaI	2	8.695652e-02
irgendeinen	I6NtaInn	4	1.739130e-01
irgendeinen	QI6gNtaInn	1	4.347826e-02
irgendeinen	I6g@ntaI	1	4.347826e-02
irgendeinen	I6g@ntaInn	2	8.695652e-02
irgendeiner	I6NtaIn6	1	1.666667e-01
irgendeiner	I6g@ntaIn6	4	6.666667e-01
irgendeiner	QI6NtaIn6	1	1.666667e-01
irgendeines	I6gNtaIn@s	1	5.000000e-01
irgendeines	I6NtaIn@s	1	5.000000e-01
irgendetwas	I6gNtQEtvas	1	5.000000e-01
irgendetwas	I6g@nde:tvas	1	5.000000e-01
irgendjemand	I6g@ntje:man	1	1.000000e+00
irgendso	I6Ntzo	1	1.000000e+00
irgendwa	I6gNva	2	1.000000e+00
irgendwann	I6Nva:n	1	5.235602e-03
irgendwann	I6g@ntvan	8	4.188482e-02
irgendwann	QI6Nva	1	5.235602e-03
irgendwann	I6gNvam	2	1.047120e-02
irgendwann	QI6g@ntvan	1	5.235602e-03
irgendwann	I6gNtvan	9	4.712042e-02
irgendwann	I6gNvan	35	1.832461e-01
irgendwann	QI6gNvan	11	5.759162e-02
irgendwann	I6Nva	3	1.570681e-02
irgendwann	I6Ntvan	3	1.570681e-02
irgendwann	QI6gNva	1	5.235602e-03
irgendwann	QI6Ntvan	1	5.235602e-03
irgendwann	I6Nvam	2	1.047120e-02
irgendwann	QI6gNtvan	4	2.094241e-02
irgendwann	I6Nvan	92	4.816754e-01
irgendwann	QI6Nvam	2	1.047120e-02
irgendwann	QI6gNva:n	1	5.235602e-03
irgendwann	QI6Nvan	14	7.329843e-02
irgendwas	I6g@ntvaz	2	1.481481e-02
irgendwas	QI6gNtvas	1	7.407407e-03
irgendwas	I6g@ntva	1	7.407407e-03
irgendwas	I6Nvas	90	6.666667e-01
irgendwas	QI6Nvas	7	5.185185e-02
irgendwas	I6g@ntvas	6	4.444444e-02
irgendwas	I6Ntva	1	7.407407e-03
irgendwas	I6gNvas	16	1.185185e-01
irgendwas	I6gNtvas	1	7.407407e-03
irgendwas	QI6g@ntvas	3	2.222222e-02
irgendwas	I6Nvaz	2	1.481481e-02
irgendwas	QI6gNvas	1	7.407407e-03
irgendwas	I6NNtvas	1	7.407407e-03
irgendwas	hI6Nvas	1	7.407407e-03
irgendwas	I6Ntvas	2	1.481481e-02
irgendwelche	I6g@ntvElC@	4	3.007519e-02
irgendwelche	QI6g@ntvEC@	1	7.518797e-03
irgendwelche	QI6NtvElC@	1	7.518797e-03
irgendwelche	QI6NvElC@	7	5.263158e-02
irgendwelche	QI6g@ntvElC@	5	3.759398e-02
irgendwelche	QI6NvEC@	3	2.255639e-02
irgendwelche	I6gNvElC@	9	6.766917e-02
irgendwelche	QI6gNvElC@	1	7.518797e-03
irgendwelche	I6gNtvEC@	1	7.518797e-03
irgendwelche	I6gNtvElC@	1	7.518797e-03
irgendwelche	I6NvEC@	38	2.857143e-01
irgendwelche	I6NvElC@	51	3.834586e-01
irgendwelche	I6NtvElC@	1	7.518797e-03
irgendwelche	I6NtvEC@	1	7.518797e-03
irgendwelche	I6gNvEC@	6	4.511278e-02
irgendwelche	I6g@ntvEC@	3	2.255639e-02
irgendwelchen	I6gNtvElCn	1	3.333333e-01
irgendwelchen	I6gNvElCn	2	6.666667e-01
irgendwie	I6NNtvi:	1	2.638522e-03
irgendwie	I6Ntvi:	15	3.957784e-02
irgendwie	QI6Ntvi:	7	1.846966e-02
irgendwie	QI6gNtvi:	4	1.055409e-02
irgendwie	I6Nvi:	232	6.121372e-01
irgendwie	QI6Nvi:	19	5.013193e-02
irgendwie	I6g@ntvi:	39	1.029024e-01
irgendwie	I6gNvi:	37	9.762533e-02
irgendwie	QI6g@ntvi:	8	2.110818e-02
irgendwie	I6gNtvi:	10	2.638522e-02
irgendwie	QI6gNvi:	7	1.846966e-02
irgendwo	QI6Nvo:	13	1.203704e-01
irgendwo	I6g@ntvo:	7	6.481481e-02
irgendwo	I6gNvo:	15	1.388889e-01
irgendwo	I6gNtvo:	1	9.259259e-03
irgendwo	QI6g@ntvo:	2	1.851852e-02
irgendwo	QI6gNvo:	3	2.777778e-02
irgendwo	I6Ntvo:	5	4.629630e-02
irgendwo	QI6Ntvo:	1	9.259259e-03
irgendwo	QI6gNtvo:	1	9.259259e-03
irgendwo	I6Nvo:	60	5.555556e-01
irgendwoher	I6Nvohe:6	1	1.000000e+00
irgendwohin	I6Nvo:hIn	1	5.000000e-01
irgendwohin	QI6Nvo:hIn	1	5.000000e-01
irgenwie	I6g@nvi:	1	1.000000e+00
irische	i:rIS@	1	1.000000e+00
Irish-Pub	aIrISpap	1	1.000000e+00
irrelevant	Ireleva:n	1	2.500000e-01
irrelevant	Irelevant	2	5.000000e-01
irrelevant	QIrelevant	1	2.500000e-01
irren	Ir@n	1	1.000000e+00
Irren-ist-m"annlich	Ir@nIsmEnlIC	1	1.000000e+00
irrsinnig	I6zInIC	1	1.000000e+00
Irrtum	QI6tu:m	1	1.000000e+00
$I-$R-$V	Qi:QE6faU	1	1.000000e+00
is	Is	12	6.000000e-01
is	QIs	6	3.000000e-01
is	s	2	1.000000e-01
Isa	Qi:za	1	1.000000e+00
Isar	i:sar	1	1.000000e+00
IShowYouSecrets	aISo:ju:si:kr@ts	1	1.000000e+00
Islands	Qi:slants	1	5.000000e-01
Islands	i:slants	1	5.000000e-01
Israel	QIsrae:l	1	1.000000e+00
ist	hIz	3	3.117531e-04
ist	hIS	1	1.039177e-04
ist	IS	76	7.897745e-03
ist	Iz	228	2.369323e-02
ist	QIz	52	5.403720e-03
ist	QIS	8	8.313416e-04
ist	hIs	27	2.805778e-03
ist	Is	4532	4.709550e-01
ist	Isp	1	1.039177e-04
ist	QIss	15	1.558765e-03
ist	QIst	424	4.406110e-02
ist	QIs	838	8.708303e-02
ist	hIst	21	2.182272e-03
ist	Iss	16	1.662683e-03
ist	st	317	3.294191e-02
ist	s	1314	1.365479e-01
ist	Ist	1750	1.818560e-01
Istanbul	Qistanbu:l	1	1.000000e+00
italiano	Qitalja:no	1	1.000000e+00
Italien	Ita:li@n	6	6.666667e-01
Italien	Qita:lj@n	3	3.333333e-01
Italiener	Qitalje:n6	7	1.000000e+00
Italienern	Qitalje:n6n	1	1.000000e+00
Italien-Fahrt	Qita:lj@nfa:rt	1	1.000000e+00
italienisch	Qitalje:nIS	18	1.000000e+00
Italienisch	Qitalje:nIS	1	1.428571e-01
Italienisch	Italje:nIS	6	8.571429e-01
italienische	Qitalje:nIS@	12	1.000000e+00
italienischen	Qitalje:nIS@n	1	1.000000e+00
italienisches	Qitalje:nIS@s	3	1.000000e+00
ITrust	aItrast	1	1.000000e+00
$I-$V	i:faU	2	1.000000e+00
j	j	3	1.666667e-01
j	jOt	15	8.333333e-01
J	jOt	4	1.000000e+00
$J	jOt	112	1.000000e+00
ja	j	2	1.032898e-04
ja	ja	4	2.065796e-04
ja	ja:	19084	9.855911e-01
ja	jja:	1	5.164489e-05
ja	ja:ja:	1	5.164489e-05
ja	a:	271	1.399577e-02
Ja	ja	4	1.000000e+00
Jack	dZE	1	1.000000e+00
Jacke	jak@	3	1.000000e+00
JackNicholson	dZEknIk@lz@n	1	1.000000e+00
Jacob	ja:kOp	1	1.000000e+00
jacuzzis	dZ@ku:zIz	1	1.000000e+00
Jagd	ja:k	1	5.000000e-01
Jagd	ja:kt	1	5.000000e-01
jagt	ja:kt	1	1.000000e+00
Jaguar	ja:gua:r	1	1.000000e+00
jahr	ja:r	1	1.000000e+00
Jahr	a:r	1	1.075269e-02
Jahr	ja:r	92	9.892473e-01
Jahre	ja:r@	19	1.000000e+00
jahrelang	ja:r@laN	3	1.000000e+00
Jahren	a:r@n	1	4.761905e-02
Jahren	ja:n	17	8.095238e-01
Jahren	ja:r@n	3	1.428571e-01
Jahres	ja:r@s	31	1.000000e+00
Jahresabschlu"s	ja:r@sapSlUs	1	1.000000e+00
Jahresanfang	ja:r@sanfaN	1	1.000000e+00
Jahresende	ja:r@sEnd@	2	6.666667e-01
Jahresende	ja:r@sQEnd@	1	3.333333e-01
Jahresplanung	ja:r@spla:nU	1	3.333333e-01
Jahresplanung	ja:r@spla:nUN	2	6.666667e-01
Jahresquartal	ja:r@skvarta:l	1	1.000000e+00
Jahressoll	ja:r@szOl	2	1.000000e+00
Jahrestagung	ja:r@sta:gUN	13	9.285714e-01
Jahrestagung	ja:r@sta:gN	1	7.142857e-02
Jahresurlaub	ja:r@sQu:6laUp	1	1.000000e+00
Jahreswechsel	ja:r@svEksl	1	3.333333e-01
Jahreswechsel	ja:r@svEks@l	2	6.666667e-01
Jahreszeit	ja:r@stsaIt	2	1.000000e+00
jahreszeitenabh"angig	ja:r@stsaItnaphENIC	1	1.000000e+00
Jahrhundert	ja:rhUnd6t	1	5.000000e-01
Jahrhundert	ja:rhUn6	1	5.000000e-01
Jahrhunderts	ja:rhUnd6ts	1	1.000000e+00
j"ahrlich	jE:6lIC	1	1.000000e+00
Jakob	ja:kOp	1	1.000000e+00
JakobderL"ugner	a:kOpde:6ly:gn6	1	2.777778e-02
JakobderL"ugner	ja:kOpde:6ly:gn6	35	9.722222e-01
Jalcin	jaltsIn	4	8.000000e-01
Jalcin	jaltsI	1	2.000000e-01
jam	jam	1	1.000000e+00
Jam	jam	1	1.000000e+00
James	dZeImz	1	5.000000e-01
James	dZe:ms	1	5.000000e-01
JamesCameron	dZe:mskam@rOn	4	1.000000e+00
jammern	jam6n	1	1.000000e+00
J"anisch	jE:nIS	7	1.000000e+00
J"anner	jEn6	1	1.000000e+00
J"ansch	EnS	1	8.064516e-03
J"ansch	jEnS	123	9.919355e-01
Jansen	ja:nzn	1	2.500000e-01
Jansen	janz@n	1	2.500000e-01
Jansen	janzn	2	5.000000e-01
Janu	janu:	2	1.000000e+00
Januar	janu:ar	4	5.095541e-03
Januar	janua:r	736	9.375796e-01
Januar	ja:nu:ar	2	2.547771e-03
Januar	ja:nua:r	43	5.477707e-02
Januarh"alfte	janua:rhElft@	3	7.500000e-01
Januarh"alfte	janua:rhElft	1	2.500000e-01
januarm"a"sig	janua:rmE:sIC	1	1.000000e+00
Januars	janua:rs	4	1.000000e+00
Januartage	janua:rta:g@	1	1.000000e+00
Januarwoche	janua:rvOx@	49	9.800000e-01
Januarwoche	janua:rvOx	1	2.000000e-02
Januarwochenende	janua:rvOx@nEnd@	1	1.000000e+00
Januwar	januva:r	1	1.000000e+00
Japan	ja:pan	4	1.000000e+00
Japaner	japa:n6	2	1.000000e+00
japanisch	japa:nIS	1	1.000000e+00
japanische	japa:nIS@	2	1.000000e+00
japanischen	japa:nISn	1	1.000000e+00
japanisches	japa:nIS@s	2	1.000000e+00
Java	ja:va	1	1.000000e+00
jawohl	javo:l	54	9.310345e-01
jawohl	javl	4	6.896552e-02
Jawort	ja:vO6	1	1.000000e+00
JawortmitHindernissen	ja:vO6tmIthInn6nIs@n	1	1.000000e+00
Jazz	dZEs	11	1.000000e+00
JazzAtTheCinema	dZEsEtD@sIn@ma	2	1.000000e+00
Jazzbar	dZEsba:r	1	1.000000e+00
JazzDivas	dZEsdi:vas	2	1.000000e+00
Jazzkneipe	dZEsknaIp@	1	1.000000e+00
Jazzmusik	dZEsmuzi:k	1	1.000000e+00
$J-$B-$A	jOtbe:Qa:	1	1.000000e+00
je	je:	105	1.000000e+00
jede	je:d@	42	1.000000e+00
jedem	je:d@m	17	9.444444e-01
jedem	je:d@	1	5.555556e-02
jeden	je:dn	47	2.061404e-01
jeden	je:d@n	38	1.666667e-01
jeden	je:n	143	6.271930e-01
jedenfalls	je:dnfas	1	3.703704e-02
jedenfalls	je:nfas	4	1.481481e-01
jedenfalls	je:dnfals	4	1.481481e-01
jedenfalls	je:nfals	16	5.925926e-01
jedenfalls	je:d@nfals	2	7.407407e-02
jeder	je:d6	28	1.000000e+00
jederzeit	je:d6tsaI	3	1.764706e-01
jederzeit	je:d6tsaIt	14	8.235294e-01
jedes	je:d@	2	1.818182e-01
jedes	je:d@s	9	8.181818e-01
jedesmal	je:d@sma:l	4	8.000000e-01
jedesmal	je:d@sma:	1	2.000000e-01
jedoch	jedOx	10	1.000000e+00
Jefa	je:fa	1	1.000000e+00
Jehniken	je:nIk@n	2	1.000000e+00
jeht	je:t	1	1.000000e+00
jei	jaI	2	1.000000e+00
jemals	je:ma:ls	2	1.000000e+00
jeman	je:man	1	1.000000e+00
jemand	je:mant	6	2.500000e-01
jemand	je:man	18	7.500000e-01
jemandem	je:man@	1	2.500000e-01
jemandem	je:man@m	2	5.000000e-01
jemandem	je:mand@m	1	2.500000e-01
jemanden	je:manhn	4	8.000000e-01
jemanden	je:mann	1	2.000000e-01
Jena	je:na	4	1.000000e+00
jene	je:n@	1	1.000000e+00
jenem	je:n@m	1	1.000000e+00
jenes	je:n@s	1	1.000000e+00
Jenny	dZEni	1	1.000000e+00
Jens	jEns	1	5.000000e-01
Jens	Ens	1	5.000000e-01
jenseits	je:nzaIts	1	1.000000e+00
Jensen	jEnzn	1	1.000000e+00
Jenzowski	jEntsOfski	1	1.000000e+00
Jerusalem	jeru:zalEm	1	1.000000e+00
Jessica	dZesIk@	2	6.666667e-01
Jessica	dZesIk	1	3.333333e-01
jesu	je:zU	1	1.000000e+00
Jesuitenkirche	je:zui:tnkI6C@	3	6.000000e-01
Jesuitenkirche	je:zui:t@nkI6C@	2	4.000000e-01
jet	dZEt	3	1.000000e+00
Jet	dZEt	1	1.000000e+00
jetten	dZEtn	1	1.000000e+00
jetz	jEs	1	1.000000e+00
jetzige	jEtsIg@	1	1.000000e+00
jetzt	jEtS	2	8.093889e-04
jetzt	jEtss	7	2.832861e-03
jetzt	Es	14	5.665722e-03
jetzt	jEtst	478	1.934439e-01
jetzt	Est	1	4.046945e-04
jetzt	Ets	441	1.784703e-01
jetzt	jEst	2	8.093889e-04
jetzt	jEts	1423	5.758802e-01
jetzt	jts	13	5.261028e-03
jetzt	jtst	5	2.023472e-03
jetzt	Etst	70	2.832861e-02
jetzt	EtS	2	8.093889e-04
jetzt	jEs	13	5.261028e-03
jew	je:v	1	1.000000e+00
jeweiligen	je:vaIlIgN	1	5.000000e-01
jeweiligen	je:vaIlIg@n	1	5.000000e-01
jeweils	jevaIls	6	6.185567e-02
jeweils	je:vals	8	8.247423e-02
jeweils	je:vaIls	83	8.556701e-01
jiddische	jIdIS@	1	1.000000e+00
Jim	dZIm	1	1.000000e+00
Job	dZOp	5	1.000000e+00
Jochen	jOx@n	3	1.000000e+00
Joe	dZ@U	1	3.333333e-01
Joe	dZo:	2	6.666667e-01
Joghurt	jo:gU6	1	1.000000e+00
Johann	jo:ham	2	1.000000e+00
Johannes	johan@s	1	1.000000e+00
Johannespassion	johan@spasjo:	1	3.333333e-01
Johannespassion	johan@spasjo:n	2	6.666667e-01
John	dZOn	1	1.000000e+00
Johne	jo:n@	1	1.000000e+00
JohnTravolta	dZOntravOlta	2	1.000000e+00
jonglieren	ZONli:6n	1	1.000000e+00
Jop-Suche	jOpzu:x@	1	1.000000e+00
J"org	j96k	1	1.000000e+00
Joswig	jOsvIC	3	4.285714e-01
Joswig	jOsvIk	4	5.714286e-01
jour	Zu:r	1	1.000000e+00
Ju	ju:	4	1.000000e+00
Jude	ju:d@	1	1.000000e+00
Judith	ju:dI	1	1.000000e+00
Jugendherberge	ju:g@nthE6bE6g@	1	1.000000e+00
Jugend-Konferenz	ju:g@ntkOnferEnts	1	1.000000e+00
Jugendlichen	ju:gNtlICn	1	1.000000e+00
Jugendstilzeit	ju:g@ntsti:ltsaI	1	1.000000e+00
Jugoslawien	jugosla:vj@n	1	1.000000e+00
Jul	ju:l	1	1.000000e+00
Julei	julaI	41	1.000000e+00
Jules	dZy:lz	6	1.000000e+00
Juli	ju:li:	3	3.293085e-03
Juli	ju:li	908	9.967069e-01
Julia	dZu:li@	1	1.000000e+00
JuliaRoberts	dZu:ljarOb9ts	2	1.000000e+00
J"ulich	jy:lIC	1	1.000000e+00
Julidrittel	ju:lidrIt@l	2	1.000000e+00
Julih"alfte	ju:lihElft@	2	1.000000e+00
Julis	ju:lis	2	1.000000e+00
Juli"s	ju:lIs	15	1.000000e+00
Julitage	ju:lita:g@	1	1.000000e+00
Julitagen	ju:lita:g@n	1	1.000000e+00
Julius	ju:ljUs	1	1.000000e+00
Juliwoche	ju:livOx@	39	1.000000e+00
Juliwochen	ju:livOx@n	3	1.000000e+00
Juliwochenende	ju:livOx@nEnd@	1	1.000000e+00
Julu	ju:lu:	1	1.000000e+00
Jump	dZamp	1	1.000000e+00
Jun	ju:n	1	1.000000e+00
junge	jUN@	5	1.000000e+00
jungen	jUN@n	1	1.000000e+00
Jungen	jUNN	1	1.000000e+00
junger	jUN6	2	1.000000e+00
Junggesellen-Leben	jUNg@zElnle:m	1	1.000000e+00
Jungs	jUs	1	2.500000e-01
Jungs	jUNs	3	7.500000e-01
Juni	ju:ni:	1	1.028807e-03
Juni	ju:ni	971	9.989712e-01
Junis	ju:nis	2	1.000000e+00
Junitage	ju:nita:g@	1	1.000000e+00
Junitermin	ju:nitE6mi:n	1	1.000000e+00
Junitermine	ju:nitE6mi:n@	3	1.000000e+00
Juniwoche	ju:nivOh@	1	1.754386e-02
Juniwoche	ju:nivOx	3	5.263158e-02
Juniwoche	ju:nivOx@	53	9.298246e-01
Juniwochenende	ju:nivOx@nQEnn@	1	5.000000e-01
Juniwochenende	ju:nivOx@nQEnd@	1	5.000000e-01
junk	dZaNk	1	1.000000e+00
Junker	jUNk6	9	1.000000e+00
Juno	ju:no:	32	1.000000e+00
Jura	ju:ra	2	1.000000e+00
J"urgen	jY6g@n	2	6.666667e-01
J"urgen	jY6N	1	3.333333e-01
Juris	ju:rIs	1	1.000000e+00
Juristen	jurIst@n	1	5.000000e-01
Juristen	jurIstn	1	5.000000e-01
Jurkeit	jU6kaI	2	2.000000e-01
Jurkeit	jU6kaIt	8	8.000000e-01
Jury	Zy:ri	1	1.000000e+00
just	jUst	1	1.000000e+00
k	ka:	33	7.500000e-01
k	k	11	2.500000e-01
K	ka:	3	1.000000e+00
$K	ka:	142	1.000000e+00
ka	ka	8	1.000000e+00
Ka	ka	2	1.000000e+00
Kabale-un	kaba:l@QUn	1	1.000000e+00
Kabale-und-Liebe	kaba:l@Untli:b@	2	1.000000e+00
Kabarettprogramm	kabarEtprogram	1	1.000000e+00
Kabel	ka:b@l	3	6.000000e-01
Kabel	ka:bl	2	4.000000e-01
Kabel-Eins	ka:b@lQaIns	5	1.000000e+00
Kacheln	kax@ln	2	1.000000e+00
Kachelrie"s	kax@lri:s	12	1.000000e+00
Kaduthanam	kadUthana:m	9	1.000000e+00
Kaf	kaf	1	1.000000e+00
K"afer	kE:f6	5	1.000000e+00
K"afer-Plex	kE:f6plEks	16	1.000000e+00
Kaff	kaf	3	1.000000e+00
Kaffee	kafe	16	2.318841e-01
Kaffee	kaf@	4	5.797101e-02
Kaffee	kafe:	49	7.101449e-01
Kaffeepause	kafepaUz@	3	1.000000e+00
Kaffeetrinken	kafetrINkN	3	7.500000e-01
Kaffeetrinken	kafetrIN@n	1	2.500000e-01
Kaffing	kafIN	1	1.000000e+00
K"afig	kE:fIC	2	1.000000e+00
Kai	kaI	3	1.000000e+00
Kaiser-Cafe	kaIz6kafe:	1	1.000000e+00
Kaiserschnitt	kaIz6SnIt	1	1.000000e+00
Kaiserslautern	kaIz6slaUt6	1	5.555556e-02
Kaiserslautern	kaIz6slaUt6n	17	9.444444e-01
Kaiserstra"se	kaIz6Stra:s@	1	1.000000e+00
Kal	kal	1	1.000000e+00
Kalabrien	kala:bri@n	1	1.000000e+00
Kalbe	kab@	1	2.500000e-01
Kalbe	kab	1	2.500000e-01
Kalbe	kalb@	2	5.000000e-01
kalen	kalEN	1	1.000000e+00
kalender	kalEnd6	1	3.333333e-01
kalender	kalEn6	1	3.333333e-01
kalender	klEn6	1	3.333333e-01
Kalender	kalEnd6	34	2.982456e-01
Kalender	klEnn6	2	1.754386e-02
Kalender	klEnd6	1	8.771930e-03
Kalender	kalEn6	29	2.543860e-01
Kalender	kalEnn6	45	3.947368e-01
Kalender	klEn6	3	2.631579e-02
Kalendermonat	kalEn6mo:nat	1	1.000000e+00
Kalenders	kalEn6s	1	5.000000e-01
Kalenders	kalEnn6s	1	5.000000e-01
Kalenderspalten	kalEnn6SpalQn	1	1.000000e+00
Kalenderwoche	kalEnd6vOx@	3	1.875000e-01
Kalenderwoche	kalEn6vOx@	6	3.750000e-01
Kalenderwoche	kalEnn6vOx@	7	4.375000e-01
Kalenderwochen	kalEn6vOxN	1	1.000000e+00
Kaleschke	kalESk@	8	1.000000e+00
Kalisalz	ka:lizalts	1	1.000000e+00
Kalki	kalki	1	1.000000e+00
kalkulieren	kalkuli:6n	1	1.000000e+00
kalt	kalt	6	6.000000e-01
kalt	kal	4	4.000000e-01
kalte	kalt@	1	1.000000e+00
K"alte	kElt@	1	1.000000e+00
Kaltenkirchen	kalt@nkI6Cn	1	1.000000e+00
kam	ka:m	41	1.000000e+00
Kam	ka:m	1	1.000000e+00
k"ame	ke:m	16	2.424242e-01
k"ame	kE:m@	10	1.515152e-01
k"ame	kE:m	2	3.030303e-02
k"ame	ke:m@	38	5.757576e-01
kamen	ka:m@n	1	1.000000e-01
kamen	ka:m	9	9.000000e-01
k"amen	ke:m	3	2.500000e-01
k"amen	kE:m@n	2	1.666667e-01
k"amen	ke:m@n	6	5.000000e-01
k"amen	kE:m	1	8.333333e-02
Kamenz	ka:mEns	1	1.000000e+00
Kamera	kam@ra	2	1.000000e+00
Kameraden	kam@ra:dn	1	1.000000e+00
Kamin	kami:n	1	1.000000e+00
Kaminkalender	kami:nkalEn6	1	1.000000e+00
Kaminsky	kamInski	1	1.000000e+00
Kammer	kam6	22	1.000000e+00
Kammerspiele	kam6Spi:l@	2	1.000000e+00
Kammerspielen	kam6Spi:l	1	5.000000e-01
Kammerspielen	kam6Spi:ln	1	5.000000e-01
k"ampferisch	kEmf@rIS	2	1.000000e+00
Kanada	kanada	2	1.000000e+00
Kanal	kana:l	1	5.000000e-01
Kanal	kana:	1	5.000000e-01
Kan"ale	kannE:l@	1	1.000000e+00
Kanalwasser	kana:lvas6	1	1.000000e+00
Kanasbiatlstaun	kanasbi:atlstaUn	1	1.000000e+00
kann	kam	41	2.207862e-02
kann	kan	1566	8.432956e-01
kann	kaN	59	3.177167e-02
kann	ka	191	1.028541e-01
kanns	kans	3	1.000000e+00
kannst	kant	6	1.898734e-02
kannst	kanst	95	3.006329e-01
kannst	kans	215	6.803797e-01
kannte	kant@	2	1.000000e+00
kannten	kantm	1	5.000000e-01
kannten	kann	1	5.000000e-01
Kantate$B-$W-$VeinhundertsiebenundvierzigChoral	kanta:t@be:ve:faUQaInhUnd6tzi:b@nQUntfI6tsICkora:l	1	1.000000e+00
Kante	kant@	2	1.000000e+00
Kantine	kanti:n@	18	1.000000e+00
Kanton	kanto:n	4	8.000000e-01
Kanton	kanto:	1	2.000000e-01
Kapazit"aten	kapatsite:tn	1	1.000000e+00
kapiere	kapi:r@	2	1.000000e+00
kapieren	kapi:r@n	1	1.000000e+00
kapiert	kapi:6t	3	1.000000e+00
Kapitel	kapIt@l	2	1.000000e+00
Kappe	kap@	1	1.000000e+00
kaputt	kapUt	11	1.000000e+00
kaputtgegangen	kapUtg@gaN@n	1	1.000000e+00
kaputtgemacht	kapUtgmaxt	1	1.000000e+00
Karate-Verein	kara:t@fE6aIn	1	1.000000e+00
Karfreitag	ka:rfraIta:x	9	4.090909e-01
Karfreitag	ka:rfraIta:k	10	4.545455e-01
Karfreitag	ka:rfraIta:f	1	4.545455e-02
Karfreitag	ka:rfraIta:	2	9.090909e-02
Karger	karg6	1	1.000000e+00
Karibik	kari:bIk	1	1.000000e+00
Karin	ka:rIn	2	1.000000e+00
Karl	karl	6	1.000000e+00
Karla	karla	1	1.000000e+00
Karlsplatz	karlsplats	10	5.555556e-01
Karlsplatz	karlsplat	8	4.444444e-01
Karlsruhe	karlsru:@	57	1.000000e+00
Karlsruher	karlsru:6	2	1.000000e+00
Karlstor	karlsto:6	8	1.000000e+00
Karneval	karn@val	21	1.000000e+00
Karnevals	karn@vals	1	1.000000e+00
Karnevalsnarr	karn@valsnar	1	1.000000e+00
Karnevals-Sache	karn@valszax@	1	1.000000e+00
Karnevalswoche	karn@valsvOx@	2	1.000000e+00
Karnevalswochenende	karn@valsvOx@nEn	1	1.000000e+00
Karren	kar@n	1	1.000000e+00
Karsamstag	ka:rzamssa:k	1	1.250000e-01
Karsamstag	ka:rzamsta:k	4	5.000000e-01
Karsamstag	ka:rzamsta:x	3	3.750000e-01
Kartal	karta:	1	1.000000e+00
K"artchen	kE6tC@n	1	5.000000e-01
K"artchen	kE6tCn	1	5.000000e-01
Karte	kart@	72	9.600000e-01
Karte	kart	3	4.000000e-02
Karteikarten	kartaIkartn	1	1.000000e+00
Karten	kart@N	4	2.285714e-02
Karten	kartn	88	5.028571e-01
Karten	kart@n	83	4.742857e-01
Kartenabrei"ser	kartnapraIs6	1	1.000000e+00
Kartenkosten	kartnkOst@n	1	1.000000e+00
Kartenreservierung	kartnrezE6vi:rUN	1	1.000000e+00
Kartenreservierungen	kartnrezE6vi:rUN@n	1	1.000000e+00
Kartentelefon	kartntelefo:m	2	1.000000e+00
Kartoffelbrei	kartOf@lbraI	1	1.000000e+00
Kartoffeln	kartOf@ln	1	1.000000e+00
Kartons	kartONs	2	1.000000e+00
kas	kas	1	1.000000e+00
